지반침하사고발생신고,,,,,,,,,,,,,,,,,,,
No,사고발생위치,사고발생일자,통보일자,발생원인구분,발생지역지질종류,발생규모폭(m),발생규모연장(m),발생규모깊이(m),피해사망자수(명),피해부상자수(명),피해차량대수(대),사고지점위도,사고지점경도,복구방법,복구상태,복구완료일자,최종수정일자,최종 수정자,최종 수정자 ID
252,대전광역시 서구 월평동 916,2023-02-17 오전 00:00,2023-07-10 오후 05:53,하수관 손상,충척층,0.7,0.7,1.5,0,0,0,36.3561674061,127.3617970994,파손관 교체 및 도로복구,복구완료,2023-02-18 오전 00:00,2023-07-10 오후 05:53,,
253,서울특별시 서초구 서초동 1339-9,2023-02-17 오전 00:00,2023-02-20 오전 09:46,기타매설물 손상,기타,0.5,1.2,2,0,0,0,37.4896894604,127.031359031,토사 되메우기 및  아스콘 포장복구,복구완료,2023-02-17 오전 00:00,2023-02-28 오후 02:54,신상기,ssk3325
254,강원특별자치도 속초시 조양동 1411-15,2023-02-11 오전 00:00,2023-04-24 오후 03:55,굴착공사 부실,기타,10,30,0.02,0,0,0,38.1900312652,128.5961333597,아스콘 포장,복구완료,2023-02-11 오전 00:00,2023-04-24 오후 03:55,강원도 속초시,dkswjs2194
255,전라남도 무안군 일로읍 오룡지구 44블럭 동북측 외부 도로,2023-02-03 오전 00:00,2023-02-13 오전 10:31,굴착공사 부실,,1,20,0.2,0,0,0,34.8008677903,126.4804383046,침하구간 아스콘 철거 후 골재포설 진행,임시복구,2023-02-04 오전 00:00,2024-02-15 오전 10:30,신상기,ssk3325
256,경기도 시흥시 장곡동 정왕동 2707-1,2023-01-26 오전 00:00,2023-01-27 오전 08:56,굴착공사 부실,기타,10,20,0.7,0,0,0,37.3251164941,126.676551429,"① 누수구간 급결제를 사용하여 단계별로 차단하고 누수차단과 동시에 차수그라우팅 실시
② 누수차단 및 그라우팅 완료 후 기초콘크리트 타설
③ 침하구간 상부노면 굴착하여 지장물의 침하정도 확인 및 관련기관(시흥시 하수관리과, 건설행정과 등) 협의 후 복구계획 수립 및 복구
",복구완료,2023-03-31 오전 00:00,2023-01-27 오전 08:55,경기도 시흥시,llight2229
257,강원특별자치도 영월군 영월읍 덕포리644-8,2023-01-25 오전 00:00,2023-07-14 오후 03:28,기타매설물 손상,기타,8,8,0.3,0,0,0,37.1759555804,128.4775022348,"맨홀주변부 커팅 후 재 포장
",복구완료,2023-04-17 오전 00:00,2023-07-14 오후 03:28,,
258,광주광역시 북구 금곡동 435-2,2023-01-18 오전 00:00,2023-07-19 오후 04:58,기타매설물 손상,,0.7,20,1.5,0,0,0,35.1752293854,126.997124906,전석쌓기 시공 및 포장 복구 완료,복구완료,2023-02-28 오전 00:00,2023-07-19 오후 04:57,,
259,경기도 화성시 산척동 777,2023-01-17 오전 00:00,2023-07-13 오후 06:51,다짐(되메우기) 불량,,3.5,2,0.2,0,0,0,37.1678347976,127.1185760623,"아스팔트 임시포장, 경계석 보도블럭 복구",복구완료,2023-01-19 오전 00:00,2023-07-13 오후 06:51,,
260,경상남도 창원시 진해구 용원동 용원로78번길5,2023-01-13 오전 00:00,2023-01-17 오전 09:13,다짐(되메우기) 불량,기타,1,2,0.5,0,0,0,35.0984599702,128.8175068942,긴급보수공사실시,복구완료,2023-01-13 오전 00:00,2023-01-17 오전 09:12,,
261,서울특별시 도봉구 방학동 717-6 인근,2023-01-13 오전 00:00,2023-01-13 오후 06:02,굴착공사 부실,기타,1.6,0.6,2,0,2,0,37.6677123487,127.0459230667,동공발생구간 임시 복구 후 원인파악 예정,복구완료,2023-01-13 오전 00:00,2023-01-13 오후 06:02,,
262,강원특별자치도 영월군 주천면 주천로89번길14,2023-01-09 오전 00:00,2023-07-14 오후 03:17,기타매설물 손상,기타,3,3,0.3,0,0,0,37.2728274317,128.2679823895,"맨홀주변부 커팅 후 재 포장
",복구완료,2023-01-18 오전 00:00,2023-07-14 오후 03:17,,
263,부산광역시 사상구 감전동 131-1번지,2023-01-05 오전 00:00,2023-01-10 오전 11:26,하수관 손상,기타,0.5,0.8,3,0,0,0,35.156032988,128.9834113086,지반침하 발생지 U형 측구 임시 복구 및 도로 부분 콘크리트 임시 포장 후 철판 설치 완료 ▷ 인접 공사 현장(도시철도) 협조를 받아 임시 복구 완료,복구완료,2023-01-06 오전 00:00,2023-01-10 오전 11:26,,
264,전북특별자치도 김제시 죽산면 935-3,2023-01-02 오전 00:00,2023-01-11 오후 05:57,기타,,0.6,0.7,1.2,0,0,0,35.7793601121,126.7968343622,성토 및 재포장,복구완료,2023-10-04 오전 00:00,2024-01-15 오전 10:17,전북특별자치도 김제시,ldy9203
265,서울특별시 강동구 암사동 상암로 87-1(암사동 490-48),2022-12-31 오전 00:00,2023-01-02 오전 10:41,하수관 손상,,0.4,0.4,0.5,0,1,0,37.547927492,127.1328561431,강동구 치수과 하수기동반 현장 안전 조치 완료,임시복구,2023-01-02 오전 00:00,2023-01-02 오전 10:41,,
266,경상북도 구미시 형곡동 형곡동110,2022-12-29 오전 00:00,2023-02-06 오전 10:00,다짐(되메우기) 불량,,1,1,0.05,0,0,0,36.1160888856,128.3340340881,록하드 임시조치,복구완료,2022-12-29 오전 00:00,2023-02-06 오전 10:00,,
267,경상북도 구미시 양호동 양호동 908,2022-12-26 오전 00:00,2023-02-06 오전 09:58,다짐(되메우기) 불량,,2,2,0.05,0,0,0,36.1304842153,128.3615063552,포장복구 공사 완료,복구완료,2022-12-26 오전 00:00,2023-02-06 오전 09:58,,
268,경기도 성남시 분당구 삼평동 726-1,2022-12-24 오전 00:00,2023-01-16 오후 02:32,상수관 손상,충척층,6,5,1.6,0,0,0,37.4004548219,127.1132485594,관로 누수복구(가시설설치) 및 굴착부분 되메우기(가시설철거),복구완료,2023-01-16 오전 00:00,2023-01-16 오후 02:31,,
269,전북특별자치도 전주시 덕진구 인후동1가 806-2,2022-12-11 오전 00:00,2023-02-10 오후 03:41,하수관 손상,,1,1,1.5,0,0,0,35.8350507392,127.1635674363,"긴급보수공사 실시
",복구완료,2022-12-11 오전 00:00,2023-02-10 오후 03:41,,
270,서울특별시 구로구 천왕동 오리로 1149,2022-12-08 오전 00:00,2022-12-09 오전 10:34,다짐(되메우기) 불량,기타,0.2,0.8,0.5,0,1,0,37.4866471695,126.8385559178,구로구 도로과 지반침하부분 보도 복구 완료,복구완료,2022-12-10 오전 00:00,2022-12-12 오후 05:07,이상혁,kalis02
271,광주광역시 남구 서동 63-2,2022-12-07 오전 00:00,2023-02-07 오전 10:34,하수관 손상,기타,1,1,1.2,0,0,0,35.145452883,126.9039844122,손상부 보수 및 포장복구,복구완료,2022-12-08 오전 00:00,2023-02-07 오전 10:34,,
272,경기도 화성시 남양읍 수화리 732-7,2022-12-01 오전 00:00,2023-01-20 오전 10:48,하수관 손상,,3,4,0.5,0,0,0,37.2492548302,126.8221329731,포장복구 완료,복구완료,2022-12-09 오전 00:00,2023-01-20 오전 10:05,,
273,경기도 화성시 남양읍 신남리 1478,2022-12-01 오전 00:00,2023-01-20 오전 10:48,하수관 손상,,1,10,1,0,0,0,37.1788781345,126.7997988813,우수관로 정비 및 포장 복구 완료,복구완료,2022-12-02 오전 00:00,2023-01-20 오전 10:27,,
274,충청남도 보령시 대천동 1242,2022-11-30 오전 00:00,2022-12-01 오후 03:00,기타,기타,0.3,0.2,1,0,0,0,36.3532846116,126.5599441532,복구,복구완료,2022-12-09 오전 00:00,2022-12-01 오후 03:00,,
275,전라남도 무안군 삼향읍 지산리 720-11,2022-11-28 오전 00:00,2023-02-13 오전 09:43,기타,,0.7,5,0.5,0,0,0,34.8825499404,126.421169532,유실토사 보충 후 응급복구,복구완료,2022-12-05 오전 00:00,2023-02-13 오전 09:40,,
276,경상북도 구미시 송정동 송정대로77,2022-11-28 오전 00:00,2023-02-06 오전 09:55,다짐(되메우기) 불량,,1,1,0.05,0,0,0,36.1178344957,128.3475270984,록하드 임시조치,복구완료,2022-11-28 오전 00:00,2023-02-08 오후 04:26,이상혁,kalis02
277,부산광역시 연제구 연산동 연수로 179 앞 보도(연산동 1867-2),2022-11-26 오전 00:00,2023-01-25 오전 10:32,하수관 손상,기타,2,3,3,0,0,0,35.1742400902,129.0905754123,하수관로 벽체 보수 후 되메우기 재시공 및 보도 포장 복구 완료,복구완료,2022-12-09 오전 00:00,2023-01-25 오전 10:32,,
278,서울특별시 서초구 반포동 1192,2022-11-19 오전 00:00,2022-11-21 오전 09:49,하수관 손상,기타,1.5,1.5,1.5,0,0,0,37.5018706271,126.9878603909,하수시설물 보수공사(연간단가) 지반침하 원인 조사 및 복구 완료,복구완료,2022-11-19 오전 00:00,2022-11-21 오전 09:49,,
279,경기도 화성시 팔탄면 구장리 76-2,2022-11-18 오전 00:00,2023-01-20 오전 10:49,하수관 손상,,3,2,0.5,0,0,0,37.1696314477,126.9007105167,포장 복구 완료,복구완료,2022-11-24 오전 00:00,2023-01-20 오전 10:35,,
280,경기도 화성시 남양읍 신남리 1337-1,2022-11-15 오전 00:00,2023-01-20 오전 10:49,하수관 손상,,1,1,0.5,0,0,0,37.1732254062,126.8023630731,맨홀 재설치 완료,복구완료,2022-11-16 오전 00:00,2023-01-20 오전 10:32,,
281,대전광역시 서구 월평동 100-3,2022-11-14 오전 00:00,2023-01-11 오후 02:25,하수관 손상,기타,1,3,0.1,0,0,0,36.3462065413,127.3542440782,파손벽체 콘크리트 보강 및 도로복구,복구완료,2022-11-15 오전 00:00,2023-01-11 오후 01:58,,
282,전북특별자치도 전주시 완산구 효자동3가 1203,2022-11-05 오전 00:00,2023-02-10 오후 03:38,하수관 손상,,5,7,0.3,0,0,0,35.8155910845,127.0901070958,"재포장 실시
",복구완료,2022-11-05 오전 00:00,2023-02-10 오후 03:38,,
283,경상북도 구미시 도량동 도량동 292-161,2022-11-03 오전 00:00,2023-02-06 오전 09:53,다짐(되메우기) 불량,,2,2,0.02,0,0,0,36.1380076112,128.3219840054,되메우기 및 포장복구완료,복구완료,2022-11-03 오전 00:00,2023-02-06 오전 09:53,,
284,전라남도 여수시 웅천동 1701,2022-11-02 오전 00:00,2022-11-10 오전 10:50,굴착공사 부실,충척층,2.2,10,40,0,0,0,34.7459573433,127.6729537969,압성토 등 긴급복구,임시복구,2022-11-08 오전 00:00,2022-12-14 오전 10:46,이상혁,kalis02
285,충청북도 청주시 서원구 남이면 상발리 260번지(지목: 하천) 일원,2022-10-15 오전 00:00,2022-10-18 오후 03:08,기타,기타,2,5,1.7,0,1,1,36.585814425,127.3947452483,"노후 옹벽 철거 -&gt;  옹벽 기초 및 벽체 타설 -&gt; 상부 성토 -&gt; 바닥 콘크리트 타설

완료 공사  예정 기일 11월30일",복구완료,2022-11-30 오전 00:00,2023-01-16 오후 04:48,신상기,ssk3325
286,경기도 화성시 우정읍 화산리 160-4,2022-10-12 오전 00:00,2023-01-20 오전 10:48,하수관 손상,,2,2,0.5,0,0,0,37.080665302,126.7936970246,포장복구완료,복구완료,2022-10-12 오전 00:00,2023-01-20 오전 10:39,,
287,경상북도 구미시 원평동 송원서로 79,2022-10-12 오전 00:00,2023-02-06 오전 09:49,다짐(되메우기) 불량,,2,2,0.03,0,0,0,36.1248007038,128.3435506435,포장 복구공사 완료,복구완료,2022-10-15 오전 00:00,2023-02-06 오전 09:49,,
288,경기도 고양시 일산동구 백석동 1297,2022-10-05 오전 00:00,2022-10-05 오후 05:05,굴착공사 부실,,2,5,1,0,0,0,37.6440264982,126.7883149193,되메우기,복구완료,2022-10-05 오전 00:00,2022-12-14 오전 10:45,이상혁,kalis02
289,서울특별시 마포구 도화동 39-9,2022-10-03 오전 00:00,2022-10-04 오후 03:26,기타매설물 손상,기타,0.3,0.3,1.5,0,0,0,37.5411341158,126.9480262727,개착,복구완료,2022-10-04 오전 00:00,2025-04-01 오후 05:46,서울특별시 마포구,mapo1000
290,경상북도 구미시 도량동 도량동 86,2022-09-28 오전 00:00,2023-02-06 오전 09:46,다짐(되메우기) 불량,,2,2,0.05,0,0,0,36.1431563783,128.3225714091,록하드 임시조치,복구완료,2022-09-28 오전 00:00,2023-02-06 오전 09:46,,
291,부산광역시 사하구 괴정동 230번지 앞 1차선 도로,2022-09-28 오전 00:00,2023-01-27 오후 06:17,기타매설공사 부실,,4,1,2,0,0,0,35.1031519707,128.9997816784,"굴착을 통한 원인확인 후 되메우기 및 다짐, 포장 복구",복구완료,2022-10-07 오전 00:00,2023-01-27 오후 06:17,,
292,제주특별자치도 제주시 화북일동 1983,2022-09-26 오전 00:00,2022-09-28 오후 04:31,하수관 손상,기타,1.5,2,1.5,0,0,0,33.5196578153,126.5635199347,원상복구,복구완료,2022-09-27 오전 00:00,2022-09-28 오후 04:31,,
293,경상북도 구미시 지산동 지산17길 22,2022-09-21 오전 00:00,2023-02-06 오전 09:43,다짐(되메우기) 불량,,1,1,0.04,0,0,0,36.1454185469,128.3463610289,록하드 임시조치,복구완료,2022-09-21 오전 00:00,2023-02-06 오전 09:43,,
294,강원특별자치도 철원군 동송읍 하갈리619-1,2022-09-18 오전 00:00,2023-01-20 오후 01:52,다짐(되메우기) 불량,기타,3,2,2,0,0,0,38.2753445446,127.2679885155,시공사 재시공(다짐철저),복구완료,2022-09-20 오전 00:00,2023-01-31 오후 04:19,신상기,ssk3325
295,경기도 화성시 남양읍 문호리 1078-6 일원,2022-09-14 오전 00:00,2023-01-20 오전 10:47,하수관 손상,,1,1,0.5,0,0,0,37.2496893997,126.7894188056,포장 복구 완료,복구완료,2022-09-16 오전 00:00,2023-02-21 오전 09:30,신상기,ssk3325
296,대전광역시 서구 변동 13-1,2022-09-13 오전 00:00,2023-01-11 오후 02:25,하수관 손상,기타,1.5,1.5,1,0,0,0,36.328857807,127.3804769895,하수관로 접합부 보수보강 및 도로복구,복구완료,2022-09-14 오전 00:00,2023-01-11 오후 02:25,,
297,경상북도 구미시 공단동 1공단로10길31-22,2022-09-12 오전 00:00,2023-02-06 오전 09:39,다짐(되메우기) 불량,,2,2,0.05,0,0,0,36.0991868861,128.3840828477,복구공사 실시,복구완료,2022-09-13 오전 00:00,2023-02-08 오후 04:26,이상혁,kalis02
298,전북특별자치도 전주시 덕진구 인후동2가 261-8,2022-09-08 오전 00:00,2023-02-10 오후 03:35,하수관 손상,,1,1,1,0,0,0,35.8323369387,127.1451943046,"긴급보수공사 실시
",복구완료,2022-09-08 오전 00:00,2023-02-10 오후 03:35,,
299,전라남도 영광군 영광읍 남천리 5-1,2022-09-08 오전 00:00,2022-09-08 오후 03:11,기타매설물 손상,기타,1,2.5,1,0,0,0,35.2691595612,126.5116593789,"도로 절단 후 지반 굴착하여 침하원이 파악 및 조치 후 보조기층으로 임시복구
",복구완료,2022-09-08 오전 00:00,2022-12-15 오전 08:54,이상혁,kalis02
300,경기도 안성시 죽산면 두교리 117-1 (두교산업단지 입구),2022-09-07 오전 00:00,2022-09-07 오전 11:10,다짐(되메우기) 불량,기타,1,1,2,0,1,0,37.0158269883,127.4440985251,우수관 접합부 고정 및 되메우기,복구완료,2022-09-07 오전 00:00,2023-02-21 오전 09:33,신상기,ssk3325
301,경상남도 창원시 마산회원구 회원동 159-1,2022-09-07 오전 00:00,2023-02-03 오후 01:33,하수관 손상,,0.7,0.8,1.5,0,0,0,35.2231749981,128.5734012876,하수관로 보수 후 되메우기  및 다짐 실시 ,복구완료,2023-09-08 오전 00:00,2023-02-03 오후 01:33,,
302,경상북도 포항시 남구 지곡동 553번지 버스정류장 쪽  2차선,2022-09-06 오전 00:00,2022-09-06 오전 09:24,하수관 손상,기타,2,7,2,0,0,0,36.0265613501,129.3266886522,"현재 하수도과에서 안전조치 중이며, 
복구계획이 수립되는 대로(하수관로 원상복구) 복구 할 계획.",복구완료,2022-09-13 오전 00:00,2022-09-06 오전 09:25,경상북도 포항시,kimhyesun
303,경상북도 구미시 공단동 공단동 140,2022-09-06 오전 00:00,2023-02-06 오전 09:35,다짐(되메우기) 불량,,2,2,0.02,0,0,0,36.1168506024,128.379051061,되메우기 재시공,복구완료,2022-09-06 오전 00:00,2023-02-06 오전 09:35,,
304,경상북도 포항시 남구 지곡동 237(롯데마트 쪽 인도부분),2022-09-06 오전 00:00,2022-09-06 오전 11:24,하수관 손상,기타,2,2,2,0,0,0,36.0275542152,129.3251913717,우수관로 손상에 따른 흙유실로 추측되며 관부분 원상복구 후 인도블럭 재포장 예정,복구완료,2022-09-13 오전 00:00,2022-09-06 오전 11:24,,
305,경상북도 구미시 선기동 선기동 530,2022-09-02 오전 00:00,2023-02-06 오전 09:33,다짐(되메우기) 불량,,2,2,0.05,0,0,0,36.131866871,128.320141544,복구공사 실시,복구완료,2022-09-07 오전 00:00,2023-02-08 오후 02:38,신상기,ssk3325
306,부산광역시 부산진구 가야동 221-2번지 세연정 앞 보도,2022-09-02 오전 00:00,2023-01-20 오후 04:18,상수관 손상,,2,2,1.5,0,0,0,35.1534720638,129.0325098694,파손된 수도관 복구 후 침하구간 보도(경계석 포함) 재포장,복구완료,2022-09-05 오전 00:00,2023-01-20 오후 04:18,,
307,경상북도 구미시 선기동 선기동 538-10,2022-09-01 오전 00:00,2023-02-06 오전 09:31,다짐(되메우기) 불량,,2,2,0.05,0,0,0,36.1315533309,128.3182187857,록하드 임시조치,복구완료,2022-09-07 오전 00:00,2023-02-06 오전 09:30,,
308,전북특별자치도 전주시 완산구 효자동1가 636-1,2022-08-31 오전 00:00,2023-02-10 오후 03:34,하수관 손상,,1.5,2.5,0.2,0,0,0,35.8098401349,127.1207486516,"맨홀 접합부위 보수 및 소파 보수 조치
",복구완료,2022-08-31 오전 00:00,2023-02-10 오후 03:34,,
309,경기도 부천시 소사본동 93-58,2022-08-31 오전 00:00,2023-01-20 오전 09:25,하수관 손상,,2,2,1.5,0,1,0,37.4808441,126.7922091246,맨홀 보수 및 되메우기 완료,복구완료,2022-09-06 오전 00:00,2023-02-21 오전 09:35,신상기,ssk3325
310,경기도 의정부시 호원동 산35-2 회룡폭포 근처 회룡사 진입도로,2022-08-31 오전 00:00,2022-08-31 오후 03:47,기타,,5,8,4.5,0,0,0,37.7196865839,127.0299151154,"자갈 및 토사 채우기, 콘크리트 포장",복구완료,2022-12-26 오전 00:00,2023-02-21 오전 09:37,신상기,ssk3325
311,전북특별자치도 전주시 덕진구 팔복동2가 566-3,2022-08-30 오전 00:00,2023-02-10 오후 03:32,하수관 손상,,1,1.5,1,0,0,0,35.8599055279,127.0916305906,"긴급보수공사 실시
",복구완료,2022-08-30 오전 00:00,2023-02-10 오후 03:32,,
312,전북특별자치도 전주시 완산구 중화산동2가 526-19,2022-08-27 오전 00:00,2023-02-10 오후 03:28,기타매설물 손상,,2.1,3.1,1,0,0,0,35.8141555612,127.114375723,"콘크리트 박스 보수 및 포장 완료
",복구완료,2022-08-27 오전 00:00,2023-02-10 오후 03:28,,
313,전북특별자치도 전주시 완산구 서서학동 969-1,2022-08-27 오전 00:00,2023-02-10 오후 03:30,하수관 손상,,1,1.5,0.5,0,0,0,35.8013891374,127.1503736502,"하수관 보수 및 소파 보수 조치
",복구완료,2022-08-27 오전 00:00,2023-02-10 오후 03:30,,
314,전북특별자치도 전주시 덕진구 진북동 1124-19,2022-08-26 오전 00:00,2023-02-10 오후 03:26,하수관 손상,,1,1,0.8,0,0,0,35.8252736638,127.1290634996,"긴급보수공사 실시
",복구완료,2022-08-26 오전 00:00,2023-02-10 오후 03:26,,
315,경기도 이천시 사음동 558-9,2022-08-26 오전 00:00,2023-01-20 오전 11:15,하수관 손상,기타,1.5,1.5,2,0,0,0,37.2970638039,127.4105589387,긴급보수공사 실시,복구완료,2022-10-15 오전 00:00,2023-02-21 오전 09:38,신상기,ssk3325
316,경상북도 포항시 남구 대잠동 160-51번지 앞 주차장,2022-08-25 오전 00:00,2022-08-25 오후 01:31,하수관 손상,기타,1,1,1.8,0,0,0,36.0121271757,129.3388279772,"현재 지하시설물 관리자인 하수도과에서 주민출입에 대한 안전조치를 했음
하수관로 이탈로 확인됨에 따라 이탈된 부분에 대하여 원상복구를 시행하고 상부 아스팔트 재시공을 명령한 상태임 ",복구완료,2022-09-30 오전 00:00,2022-08-25 오후 02:15,경상북도 포항시,kimhyesun
317,강원특별자치도 양양군 강현면 주청리 2-15,2022-08-24 오전 00:00,2022-08-25 오전 12:39,굴착공사 부실,화강암류,1.5,3,1.5,0,0,0,38.117451765,128.6319266681,복구 완료,복구완료,2022-08-24 오전 00:00,2022-08-25 오전 12:39,,
318,경기도 고양시 덕양구 원흥동 704번지,2022-08-21 오전 00:00,2022-08-22 오전 08:24,하수관 손상,,2,4,1.7,0,0,0,37.6402426945,126.8752049222,긴급보수공사 실시,복구완료,2022-08-21 오전 00:00,2023-02-21 오전 09:40,신상기,ssk3325
319,제주특별자치도 제주시 화북일동 3907-8,2022-08-20 오전 00:00,2022-08-24 오전 11:53,하수관 손상,기타,1.5,2.5,1.8,0,0,1,33.5176308794,126.5623093536,원상복구,복구완료,2022-08-23 오전 00:00,2022-08-24 오전 11:53,,
320,전북특별자치도 전주시 완산구 중화산동1가 222-3,2022-08-19 오전 00:00,2023-02-10 오후 03:24,하수관 손상,,1,1.2,0.2,0,0,0,35.8149168268,127.1298145181,"하수관 보수 및 소파 보수 조치
",복구완료,2022-08-19 오전 00:00,2023-02-10 오후 03:24,,
321,전북특별자치도 전주시 완산구 평화동2가 855-9,2022-08-18 오전 00:00,2023-02-10 오후 03:20,기타매설물 손상,,2.4,3.5,2.2,0,0,0,35.7916274971,127.1292351609,"콘크리트 박스 보수 및 포장 완료
",복구완료,2022-08-18 오전 00:00,2023-02-10 오후 03:20,,
322,전북특별자치도 전주시 덕진구 덕진동2가 654-1,2022-08-18 오전 00:00,2023-02-10 오후 03:22,하수관 손상,,1,0.5,2,0,0,0,35.8475138936,127.1098374253,"긴급보수공사 실시
",복구완료,2022-08-18 오전 00:00,2023-02-10 오후 03:22,,
323,충청남도 천안시 서북구 쌍용동 1927,2022-08-17 오전 00:00,2023-02-16 오전 10:20,하수관 손상,,1.2,1.2,1.5,0,0,0,36.80362567,127.1199947073,관로 교체,복구완료,2022-08-17 오전 00:00,2023-02-16 오전 10:20,,
324,전북특별자치도 전주시 완산구 평화동1가 725-5,2022-08-16 오전 00:00,2023-02-14 오전 12:10,하수관 손상,,3,3,0.5,0,0,0,35.7947604029,127.1358924037,하수관로 복구 완료,복구완료,2022-08-16 오전 00:00,2023-02-14 오전 12:09,,
325,경기도 이천시 관고동 관고동 28(관고동행정복지센터 앞 보도),2022-08-16 오전 00:00,2023-01-20 오전 11:16,하수관 손상,기타,1.5,1.5,2,0,0,0,37.2821840437,127.4382518866,긴급보수공사 실시,복구완료,2022-08-28 오전 00:00,2023-02-21 오전 09:41,신상기,ssk3325
326,경기도 고양시 일산동구 장항동 1510,2022-08-16 오전 00:00,2022-08-17 오전 10:06,다짐(되메우기) 불량,,1.5,1.5,1.5,0,0,0,37.6556807771,126.7692384581,긴급보수공사 실시,복구완료,2022-08-16 오전 00:00,2023-02-21 오전 09:43,신상기,ssk3325
327,전북특별자치도 전주시 완산구 평화동2가 904-5,2022-08-16 오전 00:00,2023-02-10 오후 03:18,하수관 손상,,1.7,2,1.3,0,0,0,35.782532668,127.1318476325,"하수관 보수 및 소파 포장 완료
",복구완료,2022-08-16 오전 00:00,2023-02-10 오후 03:18,,
328,전북특별자치도 전주시 완산구 중화산동2가 616-11,2022-08-15 오전 00:00,2023-02-10 오후 03:17,하수관 손상,,1.7,2,0.5,0,0,0,35.8148494007,127.1184017187,"하수관 보수 및 소파 보수 조치
",복구완료,2022-08-15 오전 00:00,2023-02-10 오후 03:16,,
329,전북특별자치도 전주시 완산구 평화동1가 725-5,2022-08-15 오전 00:00,2023-02-10 오후 03:15,다짐(되메우기) 불량,,2.4,2.8,0.5,0,0,0,35.7947429982,127.1359621411,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2022-08-15 오전 00:00,2023-02-10 오후 03:15,,
330,전북특별자치도 전주시 완산구 효자동3가 1354-19,2022-08-15 오전 00:00,2023-02-10 오후 03:13,다짐(되메우기) 불량,,1.7,3,1.5,0,0,0,35.8141103313,127.1149765055,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",복구완료,2022-08-15 오전 00:00,2023-02-10 오후 03:13,,
331,경기도 오산시 오산동 603-1,2022-08-15 오전 00:00,2022-09-02 오후 06:41,기타,기타,1.5,1,2.5,0,0,0,37.1517744641,127.0674277566,공동발생개소 도상 자갈 되메우기(자갈보충 2.15m) 시행,임시복구,2022-09-01 오전 00:00,2022-09-05 오후 06:13,경기도 오산시,osan11
332,전북특별자치도 군산시 옥구읍 정리길 15,2022-08-15 오전 00:00,2023-01-13 오전 06:58,하수관 손상,기타,0.5,0.5,1,0,0,0,35.9259477089,126.6886668044,맨홀 상판교체 및 포장완료,복구완료,2022-08-15 오전 00:00,2023-01-13 오전 06:58,,
333,전북특별자치도 전주시 완산구 효자동2가 1352,2022-08-13 오전 00:00,2023-02-10 오후 03:10,하수관 손상,,2,2.2,0.8,0,0,0,35.8226465218,127.0832460052,"하수관 보수 및 소파 포장 완료
",복구완료,2022-08-13 오전 00:00,2023-02-10 오후 03:10,,
334,강원특별자치도 속초시 조양동 1452,2022-08-13 오전 00:00,2022-08-17 오전 10:47,굴착공사 부실,기타,2,4,2,0,0,0,38.1901721845,128.6012544124,모래 되메우기,복구완료,2022-08-13 오전 00:00,2024-02-16 오전 09:35,신상기,ssk3325
335,서울특별시 관악구 봉천동 673-120,2022-08-13 오전 00:00,2022-08-22 오전 08:48,하수관 손상,,0.7,0.7,1.5,0,0,0,37.4895333135,126.9329784786,관악구 치수과 보수완료(22.08.14.),복구완료,2022-08-14 오전 00:00,2022-08-22 오전 08:47,,
336,강원특별자치도 삼척시 하장면 대전리 산43-1,2022-08-12 오전 00:00,2022-08-18 오후 05:49,기타,,7,8.5,7,0,0,0,37.2828069455,128.894055125,토사매립 등 조치,복구완료,2022-08-31 오전 00:00,2024-12-31 오후 01:40,강원도 삼척시,tkacjrtl
337,대전광역시 서구 둔산동 1531,2022-08-12 오전 00:00,2022-08-18 오후 05:41,하수관 손상,기타,1,1,1.2,0,0,0,36.3519210127,127.3791492162,파손관로 정비 및 포장 복구 완료,복구완료,2022-08-16 오전 00:00,2022-08-18 오후 05:41,,
338,충청남도 당진시 신평면 신당리 264,2022-08-11 오전 00:00,2022-08-11 오후 05:07,굴착공사 부실,기타,1.5,2,3,0,0,0,36.8790578935,126.8036079762,한국전력공사 중부건설본부에서 복구계획 수립,복구완료,2022-08-31 오전 00:00,2022-12-14 오전 10:48,이상혁,kalis02
339,경기도 안산시 단원구 대부동동 551-1,2022-08-11 오전 00:00,2022-08-17 오전 09:30,기타매설공사 부실,충척층,1.5,2,1,0,0,0,37.2414135678,126.6012900578,"긴급복구공사 실시, 임시복구 완료
",복구완료,2022-08-25 오전 00:00,2023-02-21 오전 09:45,신상기,ssk3325
340,충청북도 청주시 상당구 용정동 252,2022-08-11 오전 00:00,2022-08-23 오후 08:40,기타,기타,4,2,0.8,0,0,0,36.6273195052,127.5262036117,메우기 후 다짐 및 잔디식재,복구완료,2022-09-03 오전 00:00,2022-10-14 오전 09:07,이상혁,kalis02
341,경기도 안양시 만안구 석수동 433-8,2022-08-10 오전 00:00,2023-01-11 오후 01:27,다짐(되메우기) 불량,기타,1,3,1.5,0,0,1,37.432276785,126.8997741914,포장 복구 완료,복구완료,2022-08-30 오전 00:00,2023-01-11 오후 01:26,,
342,강원특별자치도 양양군 강현면 주청리 2-22,2022-08-09 오전 00:00,2022-08-10 오후 05:19,굴착공사 부실,화강암류,1.5,2.2,1,0,0,0,38.1162525944,128.6321126274,되메우기,복구완료,2022-08-09 오전 00:00,2022-08-10 오후 05:19,,
